field1,CustomerID,Class,LengthOfTime,CurrentBalance,Location,Income,LineOfCredit,HomeLoan,Superanuation,EducationSaver,Investment,WorkingFulltime,AvgTrans
1908,"00046","Gold",5.420000,2745.030000,"Suburban",135000,1,1,1,1,0,0,52
1434,"00001","Gold",3.240000,1207.310000,"Urban",140000,1,0,0,0,0,1,17
2254,"00010","Silver",5.690000,2210.010000,"Suburban",56000,1,1,1,1,0,1,73
1354,"00048","Gold",3.120000,1137.750000,"Urban",138000,0,0,0,0,0,1,21
1072,"00036","Gold",3.380000,1078.550000,"Urban",151000,1,1,0,0,0,0,21
2119,"00005","Silver",2.070000,1722.720000,"Rural",109000,1,1,1,0,0,1,59
1874,"00040","Gold",5.520000,2893.400000,"Suburban",135000,1,1,1,1,0,0,57
2654,"00026","Silver",2.690000,1761.940000,"Rural",117000,1,1,1,0,0,1,48
861,"00046","Platinum",4.090000,1263.920000,"Urban",167000,1,1,0,0,0,1,28
960,"00049","Platinum",3.930000,1034.520000,"Urban",177000,1,1,0,0,0,1,27
2538,"00021","Silver",2.170000,764.050000,"Urban",140000,1,0,0,0,0,1,36
2696,"00027","Silver",1.850000,834.720000,"Urban",105000,1,0,0,0,0,1,32
624,"00038","Platinum",8.310000,3324.820000,"Suburban",168000,1,1,1,0,0,1,61
812,"00044","Platinum",7.710000,3380.320000,"Suburban",168000,1,1,1,0,0,1,57
1090,"00037","Gold",5.370000,2873.050000,"Suburban",130000,1,1,1,1,0,0,54
4,"00017","Platinum",8.110000,3251.560000,"Suburban",146000,1,1,1,0,0,1,59
2100,"00005","Silver",3.040000,1626.520000,"Rural",84000,1,1,1,0,0,1,52
2137,"00006","Silver",2.920000,678.950000,"Urban",95000,0,0,0,0,0,1,35
332,"00028","Platinum",3.600000,869.500000,"Urban",167000,1,1,1,0,0,1,23
1823,"00016","Gold",3.470000,845.080000,"Urban",108000,1,0,0,0,0,1,22
2498,"00020","Silver",2.180000,1750.470000,"Rural",100000,1,1,1,0,0,1,55
2752,"00029","Silver",2.470000,1676.470000,"Rural",108000,1,1,0,0,0,1,55
2144,"00006","Silver",1.720000,514.670000,"Urban",99000,1,1,0,0,0,1,33
1867,"00037","Gold",5.080000,2792.760000,"Suburban",158000,1,1,1,1,0,0,59
1697,"00011","Gold",5.610000,3029.930000,"Suburban",157000,1,1,1,1,0,1,56
2702,"00027","Silver",1.190000,736.670000,"Urban",155000,1,0,0,0,0,1,32
1945,"00005","Gold",5.420000,3022.900000,"Suburban",131000,1,1,1,1,0,0,57
1993,"00017","Gold",5.180000,2920.410000,"Suburban",174000,1,1,1,1,0,0,53
605,"00037","Platinum",3.940000,1138.490000,"Urban",185000,1,0,0,0,0,1,25
1939,"00005","Gold",5.850000,2940.760000,"Suburban",129000,1,1,1,1,0,0,57
2314,"00013","Silver",4.870000,2259.960000,"Suburban",82000,1,1,1,1,0,1,67
2814,"00031","Silver",4.250000,2319.900000,"Suburban",130000,1,1,1,0,0,1,74
2395,"00016","Silver",5.460000,2127.870000,"Suburban",104000,1,1,1,1,0,1,72
2830,"00032","Silver",2.280000,1616.900000,"Rural",96000,1,1,1,0,0,1,55
1215,"00042","Gold",3.580000,1030.080000,"Urban",132000,0,0,0,0,0,0,22
1291,"00045","Gold",3.270000,943.500000,"Urban",144000,1,0,0,0,0,0,24
2991,"00031","Silver",4.000000,2288.820000,"Suburban",93000,1,1,1,1,1,0,69
229,"00025","Platinum",3.760000,1239.870000,"Urban",180000,1,0,0,0,0,1,24
522,"00035","Platinum",8.020000,3273.760000,"Suburban",166000,1,1,1,0,0,1,59
2281,"00011","Silver",2.820000,1544.380000,"Rural",82000,1,1,1,0,0,1,60
2011,"00001","Silver",5.570000,2289.560000,"Suburban",110000,1,1,1,1,0,1,77
1830,"00016","Gold",3.410000,1192.880000,"Urban",146000,1,1,1,0,0,1,24
2148,"00006","Silver",2.290000,753.690000,"Urban",126000,0,0,0,0,0,1,32
2474,"00019","Silver",5.710000,2126.020000,"Suburban",102000,1,1,1,1,0,1,68
1445,"00001","Gold",3.300000,1199.910000,"Urban",107000,0,0,0,0,0,1,18
2031,"00002","Silver",2.560000,1724.570000,"Rural",84000,1,1,1,0,0,1,56
1576,"00007","Gold",3.370000,1041.180000,"Urban",135000,0,0,0,0,0,1,23
161,"00023","Platinum",7.320000,3535.720000,"Suburban",183000,1,1,1,0,0,1,63
2586,"00023","Silver",2.240000,1821.140000,"Rural",86000,1,1,1,1,0,1,60
920,"00048","Platinum",5.490000,2261.440000,"Rural",175000,0,0,0,0,0,1,48
137,"00022","Platinum",3.750000,1148.110000,"Urban",132000,1,0,0,0,0,1,25
1659,"00010","Gold",3.400000,1158.470000,"Urban",108000,0,0,0,0,0,1,20
2591,"00023","Silver",2.150000,1604.320000,"Rural",83000,1,1,1,0,0,1,58
370,"00030","Platinum",6.010000,2221.850000,"Rural",161000,0,0,0,0,0,1,50
573,"00036","Platinum",6.080000,2288.450000,"Rural",177000,0,0,0,0,0,1,47
584,"00037","Platinum",4.040000,1124.800000,"Urban",162000,0,0,0,0,0,1,25
178,"00023","Platinum",7.060000,3213.080000,"Suburban",190000,1,1,1,0,0,1,63
2675,"00026","Silver",2.420000,1669.070000,"Rural",103000,1,1,1,1,0,1,52
1726,"00012","Gold",4.650000,1876.270000,"Rural",113000,1,1,1,0,0,1,40
158,"00022","Platinum",4.060000,1088.170000,"Urban",182000,1,0,0,0,0,1,24
827,"00045","Platinum",6.140000,2310.280000,"Rural",157000,0,0,0,0,0,1,48
2194,"00008","Silver",1.800000,1573.980000,"Rural",113000,1,1,1,0,0,1,55
680,"00040","Platinum",4.130000,1091.130000,"Urban",165000,0,0,0,0,0,1,29
2136,"00006","Silver",3.200000,760.350000,"Urban",122000,1,1,1,0,0,1,37
1605,"00008","Gold",5.110000,2616.270000,"Suburban",111000,1,1,1,1,0,1,56
530,"00035","Platinum",7.750000,3342.950000,"Suburban",190000,1,1,1,0,0,1,60
2396,"00016","Silver",6.390000,2235.170000,"Suburban",81000,1,1,1,1,0,1,72
1048,"00036","Gold",3.270000,1095.570000,"Urban",127000,1,0,0,0,0,0,20
2818,"00032","Silver",1.580000,1719.760000,"Rural",116000,1,1,0,0,0,1,55
2055,"00003","Silver",1.560000,729.640000,"Urban",85000,0,0,0,0,0,1,33
628,"00038","Platinum",7.840000,3403.260000,"Suburban",197000,1,1,1,0,0,1,63
754,"00042","Platinum",5.980000,2292.890000,"Rural",175000,0,0,0,0,0,1,45
95,"00020","Platinum",8.480000,3361.450000,"Suburban",193000,1,1,1,0,0,1,60
2398,"00016","Silver",2.460000,2112.330000,"Suburban",119000,1,1,1,1,0,1,71
589,"00037","Platinum",3.780000,1209.900000,"Urban",188000,1,1,0,0,0,1,23
1439,"00001","Gold",3.580000,1155.510000,"Urban",166000,1,1,0,0,0,1,23
883,"00047","Platinum",7.300000,3245.640000,"Suburban",160000,1,1,1,0,0,1,61
2160,"00007","Silver",5.040000,2311.390000,"Suburban",134000,1,1,1,1,0,1,74
786,"00043","Platinum",3.970000,1279.090000,"Urban",139000,1,0,0,0,0,1,24
1304,"00045","Gold",3.200000,974.210000,"Urban",119000,0,0,0,0,0,0,23
1022,"00035","Gold",4.700000,2233.320000,"Rural",165000,1,0,0,0,0,0,40
2271,"00011","Silver",2.120000,1589.890000,"Rural",102000,1,1,1,0,0,1,57
1798,"00015","Gold",4.350000,1712.360000,"Rural",136000,1,1,1,0,0,1,41
1646,"00009","Gold",3.130000,1746.400000,"Rural",124000,1,0,0,0,0,1,38
1995,"00017","Gold",5.260000,2847.890000,"Suburban",131000,1,1,1,1,0,0,57
1889,"00043","Gold",5.710000,2800.530000,"Suburban",139000,1,1,1,1,0,0,58
1357,"00048","Gold",3.220000,1097.050000,"Urban",105000,0,0,0,0,0,1,20
14,"00018","Platinum",6.340000,2396.860000,"Rural",196000,0,0,0,0,0,1,48
1749,"00013","Gold",3.610000,1135.160000,"Urban",148000,0,0,0,0,0,1,26
1952,"00005","Gold",5.500000,2966.290000,"Suburban",121000,1,1,1,1,0,0,58
1839,"00017","Gold",5.560000,2977.390000,"Suburban",149000,1,1,1,0,0,1,57
2769,"00030","Silver",3.130000,781.070000,"Urban",64000,1,0,0,0,0,1,33
590,"00037","Platinum",4.100000,1003.070000,"Urban",191000,1,1,0,0,0,1,30
411,"00031","Platinum",3.930000,1102.970000,"Urban",182000,0,0,0,0,0,1,25
951,"00049","Platinum",4.250000,1110.000000,"Urban",191000,1,0,0,0,0,1,26
441,"00032","Platinum",7.290000,3272.650000,"Suburban",188000,1,1,1,0,0,1,59
2805,"00031","Silver",5.020000,2196.690000,"Suburban",59000,1,1,1,1,0,1,72
354,"00029","Platinum",8.360000,3215.300000,"Suburban",153000,1,1,1,0,0,1,61
473,"00033","Platinum",5.620000,2477.150000,"Rural",144000,0,0,0,0,0,1,47
1938,"00002","Gold",5.670000,2954.080000,"Suburban",81000,1,1,1,1,0,0,59
109,"00021","Platinum",4.870000,2181.890000,"Rural",198000,1,0,0,0,0,1,47
2571,"00022","Silver",6.670000,2274.760000,"Suburban",85000,1,1,1,1,0,1,71
2635,"00025","Silver",4.980000,2238.870000,"Suburban",67000,1,1,1,1,0,1,72
2118,"00005","Silver",1.090000,1825.950000,"Rural",92000,1,1,1,1,0,1,50
556,"00036","Platinum",5.920000,2232.950000,"Rural",147000,0,0,0,0,0,1,44
2922,"00010","Silver",4.510000,2260.700000,"Suburban",97000,1,1,1,1,1,0,72
2615,"00024","Silver",1.660000,697.450000,"Urban",136000,0,0,0,0,0,1,33
1460,"00002","Gold",5.430000,2736.150000,"Suburban",98000,1,1,1,0,0,1,61
318,"00028","Platinum",4.370000,933.880000,"Urban",194000,1,0,0,0,0,1,25
36,"00018","Platinum",6.310000,2089.020000,"Rural",169000,0,0,0,0,0,1,43
2626,"00024","Silver",1.740000,792.910000,"Urban",97000,0,0,0,0,0,1,35
2381,"00015","Silver",2.220000,855.070000,"Urban",128000,1,0,0,0,0,1,36
1092,"00037","Gold",5.140000,3062.120000,"Suburban",109000,1,1,1,1,0,0,51
2712,"00027","Silver",2.300000,650.460000,"Urban",102000,1,1,1,0,0,1,36
2560,"00022","Silver",4.130000,2124.910000,"Suburban",81000,1,1,1,1,0,1,73
1236,"00043","Gold",5.780000,2871.200000,"Suburban",170000,1,1,1,1,0,0,58
2092,"00004","Silver",5.180000,2220.000000,"Suburban",93000,1,1,1,1,0,1,74
1888,"00043","Gold",5.420000,3012.910000,"Suburban",122000,1,1,1,1,1,0,57
2929,"00011","Silver",2.350000,1564.730000,"Rural",90000,1,1,1,1,1,0,53
311,"00028","Platinum",3.870000,1106.670000,"Urban",218000,1,1,1,0,0,1,26
2644,"00025","Silver",5.420000,2092.350000,"Suburban",87000,1,1,1,1,0,1,70
512,"00034","Platinum",3.860000,1077.810000,"Urban",155000,0,0,0,0,0,1,26
1571,"00006","Gold",4.370000,1978.760000,"Rural",147000,1,0,0,0,0,1,43
2997,"00031","Silver",3.780000,2366.890000,"Suburban",107000,1,1,1,1,1,0,73
1061,"00036","Gold",2.890000,1001.220000,"Urban",116000,1,1,1,0,0,0,21
928,"00048","Platinum",5.830000,2039.810000,"Rural",193000,0,0,0,0,0,1,47
2716,"00028","Silver",3.700000,2247.010000,"Suburban",82000,1,1,1,0,0,1,69
2428,"00017","Silver",2.430000,1552.150000,"Rural",78000,1,1,1,1,0,1,53
186,"00023","Platinum",7.820000,3121.690000,"Suburban",174000,1,1,1,0,0,1,61
784,"00043","Platinum",4.060000,1235.060000,"Urban",175000,0,0,0,0,0,1,31
1087,"00037","Gold",5.000000,2946.680000,"Suburban",170000,1,1,1,1,0,0,59
2775,"00030","Silver",2.270000,780.700000,"Urban",86000,1,1,0,0,0,1,29
732,"00042","Platinum",6.030000,2149.700000,"Rural",179000,0,0,0,0,0,1,46
1335,"00047","Gold",3.260000,2143.780000,"Rural",137000,1,1,1,0,0,0,38
2332,"00013","Silver",6.250000,2089.760000,"Suburban",116000,1,1,1,1,0,1,68
971,"00050","Platinum",7.490000,3557.550000,"Suburban",185000,1,1,1,0,0,1,65
2431,"00017","Silver",2.940000,1686.090000,"Rural",90000,1,1,1,0,0,1,57
2089,"00004","Silver",5.320000,2215.190000,"Suburban",93000,1,1,1,1,0,1,75
2394,"00016","Silver",4.090000,2237.390000,"Suburban",132000,1,1,1,1,0,1,71
2041,"00002","Silver",3.130000,1631.330000,"Rural",102000,1,1,1,0,0,1,52
900,"00047","Platinum",8.110000,3321.120000,"Suburban",185000,1,1,1,0,0,1,57
2719,"00028","Silver",4.190000,2146.370000,"Suburban",114000,1,1,1,1,0,1,65
2261,"00011","Silver",2.620000,1661.300000,"Rural",92000,1,1,1,0,0,1,52
2811,"00031","Silver",4.620000,2149.700000,"Suburban",92000,1,1,1,0,0,1,74
2135,"00006","Silver",1.460000,631.590000,"Urban",112000,1,0,0,0,0,1,37
1441,"00001","Gold",3.380000,1124.430000,"Urban",149000,0,0,0,0,0,1,22
295,"00027","Platinum",5.120000,2159.690000,"Rural",161000,0,0,0,0,0,1,45
185,"00023","Platinum",7.580000,3323.710000,"Suburban",190000,1,1,1,0,0,1,62
2711,"00027","Silver",2.430000,674.880000,"Urban",48000,1,0,0,0,0,1,37
1821,"00016","Gold",3.480000,1042.290000,"Urban",146000,0,0,0,0,0,1,22
2482,"00019","Silver",5.860000,2156.730000,"Suburban",73000,1,1,1,1,0,1,71
2427,"00017","Silver",2.540000,1548.450000,"Rural",75000,1,1,1,0,0,1,58
1105,"00038","Gold",4.670000,2410.550000,"Rural",140000,1,0,0,0,0,0,43
2618,"00024","Silver",2.430000,677.100000,"Urban",96000,1,1,0,0,0,1,37
1732,"00013","Gold",3.140000,1337.180000,"Urban",132000,1,1,1,0,0,1,22
2447,"00018","Silver",2.190000,583.860000,"Urban",95000,1,0,0,0,0,1,37
1465,"00002","Gold",5.580000,3109.480000,"Suburban",108000,1,1,1,1,0,1,57
1034,"00035","Gold",3.880000,2050.170000,"Rural",119000,1,1,1,0,0,0,41
2593,"00023","Silver",1.890000,1806.710000,"Rural",74000,1,1,1,0,0,1,56
348,"00029","Platinum",7.760000,3348.870000,"Suburban",131000,1,1,1,0,0,1,61
936,"00049","Platinum",4.260000,1032.670000,"Urban",174000,1,0,0,0,0,1,21
1784,"00015","Gold",4.620000,2100.490000,"Rural",127000,1,0,0,0,0,1,40
995,"00029","Platinum",7.770000,3330.370000,"Suburban",167000,1,1,1,1,0,0,61
2889,"00001","Silver",6.180000,2171.900000,"Suburban",106000,1,1,1,1,1,0,73
234,"00025","Platinum",4.170000,940.540000,"Urban",168000,0,0,0,0,0,1,27
393,"00030","Platinum",5.320000,2435.710000,"Rural",196000,0,0,0,0,0,1,47
776,"00043","Platinum",4.160000,1053.760000,"Urban",188000,1,0,0,0,0,1,31
1581,"00007","Gold",3.780000,1242.090000,"Urban",199000,0,0,0,0,0,1,20
1996,"00017","Gold",5.330000,2890.810000,"Suburban",124000,1,1,1,1,1,0,57
611,"00038","Platinum",7.740000,3472.820000,"Suburban",132000,1,1,1,0,0,1,61
802,"00044","Platinum",7.120000,3200.500000,"Suburban",153000,1,1,1,0,0,1,64
2444,"00017","Silver",2.680000,1547.710000,"Rural",101000,1,1,1,0,0,1,55
2513,"00020","Silver",2.610000,1954.710000,"Rural",127000,0,0,0,0,0,1,55
2104,"00005","Silver",2.340000,1821.510000,"Rural",39000,1,1,1,0,0,1,53
507,"00034","Platinum",4.080000,1232.100000,"Urban",208000,0,0,0,0,0,1,28
1934,"00002","Gold",5.120000,2944.830000,"Suburban",160000,1,1,1,1,0,0,63
603,"00037","Platinum",3.800000,1049.320000,"Urban",193000,0,0,0,0,0,1,27
2333,"00013","Silver",6.200000,2335.070000,"Suburban",103000,1,1,1,1,0,1,75
85,"00020","Platinum",7.780000,3131.310000,"Suburban",232000,1,1,1,0,0,1,62
2401,"00016","Silver",4.870000,2131.940000,"Suburban",106000,1,1,1,1,0,1,74
1857,"00037","Gold",5.610000,3018.460000,"Suburban",146000,1,1,1,1,0,0,54
2412,"00016","Silver",4.900000,2288.820000,"Suburban",87000,1,1,1,1,0,1,72
568,"00036","Platinum",6.150000,2254.410000,"Rural",192000,0,0,0,0,0,1,45
1473,"00003","Gold",3.820000,2410.550000,"Rural",116000,1,1,0,0,0,1,38
150,"00022","Platinum",4.080000,1149.220000,"Urban",171000,1,0,0,0,0,1,29
232,"00025","Platinum",3.840000,1228.030000,"Urban",192000,0,0,0,0,0,1,25
1763,"00014","Gold",5.490000,2848.260000,"Suburban",140000,1,1,1,1,0,1,60
1561,"00006","Gold",3.850000,1988.380000,"Rural",111000,1,1,1,0,0,1,40
196,"00024","Platinum",6.240000,2057.570000,"Rural",199000,0,0,0,0,0,1,48
1953,"00005","Gold",5.480000,2891.920000,"Suburban",177000,1,1,1,1,0,0,54
1786,"00015","Gold",3.850000,2057.940000,"Rural",95000,1,1,0,0,0,1,41
737,"00042","Platinum",5.560000,2242.940000,"Rural",156000,0,0,0,0,0,1,47
246,"00025","Platinum",3.990000,1119.990000,"Urban",189000,1,1,0,0,0,1,24
2881,"00034","Silver",4.950000,2016.130000,"Suburban",67000,1,1,1,1,0,1,70
1922,"00049","Gold",5.860000,2704.330000,"Suburban",141000,1,1,1,1,0,0,55
173,"00023","Platinum",7.880000,3468.380000,"Suburban",194000,1,1,1,0,0,1,62
2737,"00029","Silver",2.660000,1759.720000,"Rural",119000,1,1,1,0,0,1,54
2302,"00012","Silver",1.800000,781.440000,"Urban",76000,0,0,0,0,0,1,34
1691,"00011","Gold",5.330000,3037.700000,"Suburban",132000,1,1,1,0,0,1,56
1267,"00044","Gold",3.260000,1929.920000,"Rural",127000,1,1,1,0,0,0,42
1855,"00037","Gold",5.110000,2929.290000,"Suburban",123000,1,1,1,1,0,0,59
863,"00046","Platinum",3.890000,1089.280000,"Urban",157000,1,1,0,0,0,1,22
714,"00041","Platinum",7.300000,3381.060000,"Suburban",179000,1,1,1,0,0,1,61
1054,"00036","Gold",3.460000,902.800000,"Urban",116000,1,1,0,0,0,0,19
2239,"00010","Silver",3.280000,2335.070000,"Suburban",85000,1,1,1,1,0,1,74
2940,"00015","Silver",2.570000,874.680000,"Urban",118000,1,1,1,1,1,0,38
726,"00041","Platinum",8.310000,3377.730000,"Suburban",190000,1,1,1,0,0,1,62
520,"00035","Platinum",7.500000,3401.040000,"Suburban",196000,1,1,1,0,0,1,61
2310,"00012","Silver",1.040000,883.560000,"Urban",91000,1,1,1,0,0,1,34
1614,"00008","Gold",5.580000,2816.810000,"Suburban",94000,1,1,1,0,0,1,61
2517,"00020","Silver",1.730000,1693.860000,"Rural",98000,1,1,1,0,0,1,56
1437,"00001","Gold",3.250000,1085.580000,"Urban",147000,0,0,0,0,0,1,23
1159,"00040","Gold",5.580000,2969.620000,"Suburban",162000,1,1,1,1,0,0,60
1138,"00039","Gold",3.140000,838.050000,"Urban",122000,0,0,0,0,0,0,25
2090,"00004","Silver",4.060000,2338.400000,"Suburban",94000,1,1,1,1,0,1,72
1364,"00048","Gold",3.270000,1156.250000,"Urban",131000,1,0,0,0,0,1,21
1805,"00015","Gold",4.480000,1869.240000,"Rural",120000,1,1,0,0,0,1,41
2788,"00030","Silver",3.830000,875.050000,"Urban",75000,1,1,1,0,0,1,32
2536,"00021","Silver",1.520000,698.560000,"Urban",113000,1,1,1,0,0,1,38
1088,"00037","Gold",5.380000,2901.540000,"Suburban",161000,1,1,1,1,0,0,57
470,"00033","Platinum",6.280000,2212.600000,"Rural",205000,0,0,0,0,0,1,45
2524,"00021","Silver",2.480000,766.270000,"Urban",123000,0,0,0,0,0,1,32
740,"00042","Platinum",6.070000,2118.620000,"Rural",163000,0,0,0,0,0,1,48
1147,"00039","Gold",3.350000,944.980000,"Urban",116000,1,0,0,0,0,0,22
2549,"00021","Silver",2.060000,861.730000,"Urban",114000,1,1,1,1,0,1,34
2316,"00013","Silver",3.890000,2273.280000,"Suburban",145000,1,1,1,1,0,1,72
422,"00031","Platinum",4.280000,1191.030000,"Urban",137000,1,1,0,0,0,1,27
7,"00017","Platinum",7.580000,3241.940000,"Suburban",205000,1,1,1,0,0,1,60
509,"00034","Platinum",4.040000,996.410000,"Urban",162000,1,0,0,0,0,1,28
629,"00038","Platinum",8.560000,3192.730000,"Suburban",181000,1,1,1,0,0,1,62
2724,"00028","Silver",5.830000,2398.340000,"Suburban",114000,1,1,1,1,0,1,72
614,"00038","Platinum",6.980000,3400.300000,"Suburban",164000,1,1,1,0,0,1,62
1412,"00050","Gold",3.740000,2039.070000,"Rural",105000,1,1,1,0,0,1,43
1141,"00039","Gold",3.510000,1076.330000,"Urban",117000,0,0,0,0,0,0,24
156,"00022","Platinum",3.890000,1249.490000,"Urban",175000,0,0,0,0,0,1,28
1289,"00045","Gold",3.540000,1352.720000,"Urban",135000,1,1,1,0,0,0,24
1569,"00006","Gold",3.450000,1985.420000,"Rural",128000,1,1,1,0,0,1,40
2071,"00003","Silver",1.810000,784.770000,"Urban",94000,1,1,1,0,0,1,38
1809,"00016","Gold",3.330000,1308.320000,"Urban",130000,1,0,0,0,0,1,23
2883,"00001","Silver",4.550000,2247.750000,"Suburban",70000,1,1,1,1,1,0,68
488,"00033","Platinum",5.900000,1990.230000,"Rural",186000,0,0,0,0,0,1,45
2708,"00027","Silver",1.260000,806.970000,"Urban",99000,1,0,0,0,0,1,35
2572,"00022","Silver",5.620000,2194.100000,"Suburban",90000,1,1,1,1,0,1,74
205,"00024","Platinum",6.420000,2200.760000,"Rural",213000,0,0,0,0,0,1,52
1416,"00050","Gold",4.240000,2118.250000,"Rural",137000,1,0,0,0,0,1,37
1382,"00049","Gold",5.420000,3092.090000,"Suburban",109000,1,1,1,0,0,1,53
2406,"00016","Silver",5.500000,2197.430000,"Suburban",54000,1,1,1,1,0,1,74
1288,"00045","Gold",3.080000,759.240000,"Urban",160000,1,0,0,0,0,0,24
2181,"00008","Silver",2.150000,1704.220000,"Rural",76000,1,1,0,0,0,1,53
253,"00026","Platinum",8.040000,3405.480000,"Suburban",215000,1,1,1,0,0,1,59
736,"00042","Platinum",5.420000,2247.380000,"Rural",133000,1,0,0,0,0,1,53
1430,"00001","Gold",3.100000,1333.110000,"Urban",165000,0,0,0,0,0,1,19
1946,"00005","Gold",5.340000,2720.610000,"Suburban",100000,1,1,1,1,0,0,52
2046,"00002","Silver",1.490000,1574.720000,"Rural",94000,1,1,1,0,0,1,56
1260,"00044","Gold",5.140000,2082.730000,"Rural",139000,1,1,1,0,0,0,41
442,"00032","Platinum",7.410000,3404.000000,"Suburban",159000,1,1,1,0,0,1,64
887,"00047","Platinum",7.380000,3429.530000,"Suburban",147000,1,1,1,0,0,1,62
1293,"00045","Gold",3.090000,1027.490000,"Urban",136000,1,1,1,0,0,0,22
8,"00017","Platinum",7.760000,3231.580000,"Suburban",173000,1,1,1,0,0,1,59
1085,"00037","Gold",5.020000,2846.780000,"Suburban",110000,1,1,1,1,0,0,55
731,"00042","Platinum",5.640000,2406.480000,"Rural",211000,0,0,0,0,0,1,49
1788,"00015","Gold",3.770000,2085.320000,"Rural",140000,1,0,0,0,0,1,39
1221,"00042","Gold",3.580000,1221.740000,"Urban",123000,1,0,0,0,0,0,27
1039,"00035","Gold",3.740000,1930.660000,"Rural",133000,1,1,1,0,0,0,42
2610,"00024","Silver",1.980000,522.810000,"Urban",85000,1,0,0,0,0,1,33
949,"00049","Platinum",4.170000,1129.980000,"Urban",190000,1,1,0,0,0,1,25
299,"00027","Platinum",6.300000,2016.130000,"Rural",174000,0,0,0,0,0,1,45
2419,"00017","Silver",2.500000,1880.710000,"Rural",77000,1,1,1,1,0,1,62
662,"00039","Platinum",5.960000,2198.910000,"Rural",197000,0,0,0,0,0,1,46
2141,"00006","Silver",1.980000,734.450000,"Urban",65000,1,0,0,0,0,1,36
123,"00021","Platinum",6.160000,2146.000000,"Rural",178000,0,0,0,0,0,1,47
1915,"00049","Gold",5.060000,2636.990000,"Suburban",120000,1,1,1,1,0,0,62
2871,"00033","Silver",2.740000,525.030000,"Urban",85000,0,0,0,0,0,1,32
2753,"00029","Silver",2.090000,1742.700000,"Rural",101000,1,1,1,1,0,1,49
2636,"00025","Silver",4.020000,2311.760000,"Suburban",97000,1,1,1,1,0,1,78
1119,"00038","Gold",4.420000,2160.430000,"Rural",142000,1,0,0,0,0,0,41
536,"00035","Platinum",7.130000,3274.500000,"Suburban",158000,1,1,1,0,0,1,59
842,"00045","Platinum",6.100000,2144.890000,"Rural",180000,0,0,0,0,0,1,49
312,"00028","Platinum",4.100000,1128.130000,"Urban",173000,1,1,1,0,0,1,26
1305,"00045","Gold",3.250000,1311.280000,"Urban",176000,1,0,0,0,0,0,23
1545,"00006","Gold",3.940000,1882.560000,"Rural",143000,1,1,0,0,0,1,35
2015,"00001","Silver",5.110000,2331.370000,"Suburban",107000,1,1,1,1,0,1,70
996,"00035","Platinum",8.000000,3310.020000,"Suburban",156000,1,1,1,1,0,0,62
2741,"00029","Silver",3.520000,1752.690000,"Rural",112000,1,1,1,0,0,1,58
2668,"00026","Silver",2.550000,1626.150000,"Rural",72000,1,1,0,0,0,1,51
2458,"00018","Silver",1.640000,779.220000,"Urban",76000,1,0,0,0,0,1,34
135,"00022","Platinum",4.220000,1175.120000,"Urban",182000,1,0,0,0,0,1,27
2318,"00013","Silver",4.290000,2186.330000,"Suburban",117000,1,1,1,0,0,1,72
316,"00028","Platinum",3.630000,1257.260000,"Urban",179000,0,0,0,0,0,1,26
35,"00018","Platinum",5.110000,2266.620000,"Rural",121000,0,0,0,0,0,1,46
2734,"00028","Silver",5.490000,2212.600000,"Suburban",110000,1,1,1,0,0,1,71
1796,"00015","Gold",5.080000,1848.150000,"Rural",108000,1,0,0,0,0,1,39
774,"00043","Platinum",4.160000,1198.060000,"Urban",182000,1,0,0,0,0,1,21
2385,"00015","Silver",1.580000,553.890000,"Urban",71000,1,0,0,0,0,1,30
2945,"00016","Silver",6.390000,2353.200000,"Suburban",103000,1,1,1,1,1,0,70
591,"00037","Platinum",4.050000,1231.730000,"Urban",174000,0,0,0,0,0,1,26
1310,"00046","Gold",5.120000,2971.470000,"Suburban",102000,1,1,1,1,0,0,55
1961,"00008","Gold",5.400000,2909.680000,"Suburban",132000,1,1,1,1,0,0,55
1980,"00014","Gold",5.650000,3129.090000,"Suburban",140000,1,1,1,1,0,0,59
2461,"00018","Silver",1.110000,831.760000,"Urban",137000,1,1,1,0,0,1,32
452,"00032","Platinum",8.010000,3433.600000,"Suburban",155000,1,1,1,0,0,1,64
834,"00045","Platinum",6.120000,2265.510000,"Rural",174000,0,0,0,0,0,1,47
1101,"00038","Gold",3.530000,1882.930000,"Rural",175000,1,1,1,0,0,0,39
1553,"00006","Gold",4.150000,2367.260000,"Rural",160000,0,0,0,0,0,1,40
224,"00025","Platinum",3.850000,1259.850000,"Urban",166000,1,1,1,0,0,1,27
655,"00039","Platinum",6.260000,2172.640000,"Rural",186000,1,0,0,0,0,1,47
1329,"00047","Gold",4.480000,1942.130000,"Rural",133000,1,0,0,0,0,0,42
2503,"00020","Silver",2.800000,1572.500000,"Rural",128000,1,1,1,0,0,1,52
1478,"00003","Gold",4.620000,1842.600000,"Rural",152000,1,1,0,0,0,1,41
2151,"00006","Silver",1.950000,839.900000,"Urban",97000,1,1,1,0,0,1,32
2347,"00014","Silver",3.280000,1555.110000,"Rural",109000,1,1,1,1,0,1,51
2925,"00010","Silver",5.350000,2137.120000,"Suburban",75000,1,1,1,1,1,0,72
640,"00039","Platinum",5.810000,2266.620000,"Rural",146000,0,0,0,0,0,1,47
1203,"00042","Gold",3.200000,1000.480000,"Urban",114000,1,1,1,0,0,0,22
